;BA;SPXT
30.08.2017;240.46;4761.72
31.08.2017;239.66;4789.18
01.09.2017;240.33;4798.99
05.09.2017;237.00;4762.75
06.09.2017;234.62;4777.69
07.09.2017;236.31;4777.93
08.09.2017;238.78;4771.02
11.09.2017;240.59;4822.80
12.09.2017;240.58;4839.31
13.09.2017;241.93;4843.04
14.09.2017;245.23;4839.29
15.09.2017;249.00;4848.84
18.09.2017;253.08;4856.08
19.09.2017;252.46;4861.52
20.09.2017;255.46;4864.61
21.09.2017;256.04;4849.95
22.09.2017;256.45;4853.20
25.09.2017;254.32;4842.41
26.09.2017;253.70;4843.14
27.09.2017;255.28;4862.93
28.09.2017;254.27;4869.81
29.09.2017;254.21;4887.97
02.10.2017;255.99;4906.92
03.10.2017;255.46;4917.73
04.10.2017;255.76;4924.19
05.10.2017;258.89;4952.85
06.10.2017;258.58;4949.09
09.10.2017;258.39;4940.16
10.10.2017;260.93;4951.77
11.10.2017;261.44;4960.79
12.10.2017;261.91;4952.85
13.10.2017;260.74;4957.27
16.10.2017;259.75;4966.05
17.10.2017;258.62;4969.38
18.10.2017;260.04;4973.28
19.10.2017;259.04;4975.32
20.10.2017;264.75;5001.11
23.10.2017;262.32;4981.37
24.10.2017;266.00;4989.56
25.10.2017;258.42;4966.29
26.10.2017;259.27;4972.60
27.10.2017;256.46;5012.75
30.10.2017;259.25;4997.15
31.10.2017;257.98;5002.03
01.11.2017;258.50;5009.99
02.11.2017;262.63;5011.48
03.11.2017;261.75;5027.49
06.11.2017;264.07;5034.30
07.11.2017;266.13;5033.38
08.11.2017;265.57;5040.74
09.11.2017;262.70;5023.01
10.11.2017;260.85;5020.31
13.11.2017;262.42;5025.36
14.11.2017;261.76;5014.53
15.11.2017;262.86;4987.96
16.11.2017;263.70;5030.48
17.11.2017;262.26;5017.45
20.11.2017;264.63;5024.01
21.11.2017;266.99;5056.95
22.11.2017;265.15;5053.60
24.11.2017;265.88;5064.23
27.11.2017;265.58;5062.85
28.11.2017;267.99;5112.91
29.11.2017;269.30;5111.68
30.11.2017;276.80;5155.44
01.12.2017;271.38;5145.21
04.12.2017;277.97;5139.91
05.12.2017;275.54;5120.92
06.12.2017;278.27;5120.46
07.12.2017;281.97;5136.37
08.12.2017;285.90;5165.19
11.12.2017;283.16;5181.75
12.12.2017;289.94;5189.96
13.12.2017;291.84;5187.68
14.12.2017;293.88;5167.45
15.12.2017;293.94;5214.10
18.12.2017;296.14;5242.28
19.12.2017;297.25;5225.43
20.12.2017;297.90;5221.79
21.12.2017;295.03;5232.16
22.12.2017;295.10;5229.79
26.12.2017;295.36;5224.51
27.12.2017;295.62;5229.01
28.12.2017;296.35;5239.59
29.12.2017;294.91;5212.76
02.01.2018;296.84;5256.28
03.01.2018;297.80;5289.92
04.01.2018;296.67;5312.33
05.01.2018;308.84;5349.69
08.01.2018;310.15;5358.68
09.01.2018;318.43;5367.26
10.01.2018;320.26;5361.33
11.01.2018;328.12;5399.46
12.01.2018;336.21;5435.92
16.01.2018;335.16;5416.86
17.01.2018;351.01;5467.85
18.01.2018;340.16;5459.50
19.01.2018;337.73;5483.57
22.01.2018;338.00;5527.89
23.01.2018;335.59;5540.13
24.01.2018;334.69;5537.03
25.01.2018;343.11;5540.38
26.01.2018;343.22;5606.08
29.01.2018;340.82;5568.67
30.01.2018;337.71;5508.36
31.01.2018;354.37;5511.21
01.02.2018;356.94;5508.70
02.02.2018;348.91;5392.21
05.02.2018;328.88;5171.26
06.02.2018;340.91;5262.02
07.02.2018;348.12;5235.84
08.02.2018;329.66;5040.06
09.02.2018;332.83;5116.99
12.02.2018;343.80;5188.37
13.02.2018;343.16;5202.22
14.02.2018;344.85;5273.43
15.02.2018;356.46;5338.35
16.02.2018;355.04;5340.82
20.02.2018;353.35;5309.99
21.02.2018;352.37;5280.91
22.02.2018;355.92;5286.50
23.02.2018;356.66;5371.56
26.02.2018;363.48;5435.38
27.02.2018;364.64;5367.09
28.02.2018;362.21;5308.09
01.03.2018;349.69;5238.18
02.03.2018;344.67;5265.24
05.03.2018;352.75;5323.36
06.03.2018;348.92;5337.69
07.03.2018;347.04;5335.47
08.03.2018;348.73;5360.73
09.03.2018;354.52;5454.03
12.03.2018;344.19;5447.10
13.03.2018;338.67;5412.75
14.03.2018;330.26;5383.27
15.03.2018;329.98;5379.39
16.03.2018;330.47;5388.74
19.03.2018;331.76;5312.23
20.03.2018;337.63;5320.20
21.03.2018;337.10;5310.96
22.03.2018;319.61;5177.52
23.03.2018;321.00;5069.03
26.03.2018;328.97;5206.69
27.03.2018;321.12;5116.75
28.03.2018;320.02;5102.69
29.03.2018;327.88;5173.19
02.04.2018;322.44;5057.69
03.04.2018;330.82;5121.70
04.04.2018;327.44;5181.31
05.04.2018;336.40;5217.62
06.04.2018;326.12;5103.35
09.04.2018;322.48;5121.90
10.04.2018;334.83;5207.73
11.04.2018;327.36;5179.19
12.04.2018;337.48;5222.55
13.04.2018;329.28;5207.57
16.04.2018;331.77;5249.94
17.04.2018;336.72;5305.90
18.04.2018;341.00;5310.32
19.04.2018;340.64;5280.57
20.04.2018;338.67;5235.75
23.04.2018;338.84;5236.04
24.04.2018;329.06;5166.10
25.04.2018;342.86;5175.59
26.04.2018;342.79;5229.61
27.04.2018;340.88;5235.73
30.04.2018;333.56;5193.04
01.05.2018;329.54;5206.31
02.05.2018;324.19;5168.79
03.05.2018;330.69;5157.70
04.05.2018;334.43;5224.71
07.05.2018;340.43;5242.87
08.05.2018;338.37;5241.53
09.05.2018;344.50;5292.90
10.05.2018;344.07;5343.70
11.05.2018;342.46;5354.69
14.05.2018;344.59;5359.66
15.05.2018;342.12;5323.23
16.05.2018;340.97;5346.33
17.05.2018;344.14;5343.29
18.05.2018;351.23;5329.66
21.05.2018;363.92;5369.19
22.05.2018;355.02;5352.45
23.05.2018;359.21;5369.99
24.05.2018;359.00;5359.32
25.05.2018;360.09;5347.31
29.05.2018;352.48;5285.70
30.05.2018;358.19;5353.76
31.05.2018;352.16;5318.10
01.06.2018;356.72;5376.29
04.06.2018;360.73;5400.50
05.06.2018;360.10;5404.62
06.06.2018;371.56;5451.09
07.06.2018;368.53;5448.18
08.06.2018;369.50;5465.42
11.06.2018;370.94;5471.29
12.06.2018;370.62;5481.07
13.06.2018;363.85;5459.21
14.06.2018;362.42;5474.37
15.06.2018;357.88;5469.37
18.06.2018;354.74;5457.83
19.06.2018;341.12;5436.13
20.06.2018;342.69;5445.43
21.06.2018;337.66;5411.40
22.06.2018;338.91;5421.63
25.06.2018;331.20;5347.23
26.06.2018;331.30;5359.01
27.06.2018;329.82;5312.89
28.06.2018;334.65;5346.44
29.06.2018;335.51;5350.83
02.07.2018;336.08;5367.49
03.07.2018;332.93;5340.93
05.07.2018;333.18;5388.28
06.07.2018;334.64;5434.36
09.07.2018;341.92;5483.89
10.07.2018;347.16;5503.05
11.07.2018;340.60;5464.01
12.07.2018;346.03;5512.36
13.07.2018;350.79;5518.33
16.07.2018;356.10;5512.92
17.07.2018;356.88;5534.91
18.07.2018;360.23;5546.86
19.07.2018;355.33;5525.51
20.07.2018;354.90;5520.50
23.07.2018;353.27;5530.66
24.07.2018;358.27;5557.37
25.07.2018;355.92;5607.99
26.07.2018;359.32;5590.99
27.07.2018;360.65;5554.31
30.07.2018;351.06;5522.81
31.07.2018;356.30;5549.96
01.08.2018;352.76;5544.19
02.08.2018;349.73;5572.08
03.08.2018;348.44;5598.71
06.08.2018;346.57;5619.05
07.08.2018;350.76;5634.98
08.08.2018;347.78;5633.67
09.08.2018;343.72;5627.00
10.08.2018;339.41;5588.66
13.08.2018;338.36;5566.36
14.08.2018;339.14;5602.41
15.08.2018;331.76;5560.85
16.08.2018;345.98;5606.56
17.08.2018;346.40;5625.66
20.08.2018;350.74;5639.53
21.08.2018;353.77;5651.39
22.08.2018;350.03;5649.31
23.08.2018;347.48;5640.10
24.08.2018;349.38;5675.12
27.08.2018;353.74;5719.30
28.08.2018;351.21;5720.89
29.08.2018;350.19;5754.00
30.08.2018;346.90;5729.45
31.08.2018;342.79;5730.80
04.09.2018;346.25;5721.86
05.09.2018;346.68;5705.86
06.09.2018;351.27;5686.70
07.09.2018;349.28;5674.58
10.09.2018;341.86;5685.34
11.09.2018;345.25;5706.99
12.09.2018;353.41;5709.08
13.09.2018;355.46;5740.75
14.09.2018;359.80;5743.19
17.09.2018;355.96;5711.29
18.09.2018;363.58;5742.18
19.09.2018;365.22;5749.39
20.09.2018;367.46;5794.72
21.09.2018;372.23;5792.72
24.09.2018;367.99;5772.36
25.09.2018;367.23;5765.25
26.09.2018;365.03;5746.27
27.09.2018;367.39;5763.22
28.09.2018;371.90;5763.42
01.10.2018;382.29;5784.45
02.10.2018;386.37;5782.37
03.10.2018;392.30;5786.48
04.10.2018;389.99;5740.56
05.10.2018;386.47;5708.90
08.10.2018;385.77;5706.66
09.10.2018;385.44;5700.23
10.10.2018;367.47;5512.94
11.10.2018;358.11;5399.54
12.10.2018;360.11;5476.83
15.10.2018;358.88;5444.61
16.10.2018;368.25;5561.80
17.10.2018;365.50;5560.62
18.10.2018;359.35;5481.13
19.10.2018;356.26;5479.30
22.10.2018;355.98;5455.88
23.10.2018;350.05;5426.08
24.10.2018;354.65;5258.61
25.10.2018;363.77;5356.54
26.10.2018;359.27;5263.74
29.10.2018;335.59;5229.28
30.10.2018;349.91;5311.67
31.10.2018;354.86;5369.49
01.11.2018;363.07;5426.33
02.11.2018;357.75;5392.53
05.11.2018;361.98;5422.88
06.11.2018;366.47;5457.25
07.11.2018;372.02;5573.06
08.11.2018;370.77;5562.00
09.11.2018;369.34;5511.79
12.11.2018;357.03;5403.19
13.11.2018;349.51;5395.37
14.11.2018;344.72;5355.94
15.11.2018;341.57;5414.43
16.11.2018;335.95;5426.86
19.11.2018;320.94;5336.70
20.11.2018;317.70;5240.23
21.11.2018;317.32;5256.61
23.11.2018;312.32;5222.43
26.11.2018;316.36;5304.17
27.11.2018;318.03;5321.52
28.11.2018;333.50;5444.12
29.11.2018;342.56;5433.49
30.11.2018;346.76;5478.91
